"","STATIONID","LAT","LONG","STATION"
"378","USW00012921","29.5442",-98.4839,"SAN ANTONIO INTL AP"
"379","USW00012922","28.7833",-97.0833,"VICTORIA WB AP"
"380","USW00012927","29.5664",-90.6603,"HOUMA TERREBONNE AP"
"381","USW00012932","27.7414",-98.025,"ALICE INTL AP"
"382","USW00012935","28.7247",-96.2536,"PALACIOS MUNI AP"
"383","USW00012947","28.4586",-99.2228,"COTULLA LA SALLE CO AP"
"384","USW00012953","29.2661",-96.0075,"WHARTON RGNL AP"
"385","USW00012957","26.1597",-97.3378,"PORT ISABEL CAMERON CO AP"
"386","USW00012959","26.1792",-98.2444,"MCALLEN MILLER INTL AP"
"387","USW00012960","29.9844",-95.3608,"HOUSTON INTERCONTINENTAL AP"
"388","USW00012961","29.9833",-99.0833,"KERRVILLE MUNI AP"
"389","USW00012962","29.3600",-99.1742,"HONDO MUNI AP"
"390","USW00012970","29.3389",-98.4719,"SAN ANTONIO STINSON MUNI AP"
"391","USW00012972","28.0836",-97.0467,"ROCKPORT ARANSAS CO AP"
"392","USW00012978","29.9078",-96.95,"FAYETTE RGNL AP"
"393","USW00012979","29.8908",-97.8644,"SAN MARCOS MUNI AP"
"394","USW00012981","28.9731",-95.8633,"BAY CITY MUNI AP"
"395","USW00012985","29.2114",-99.7436,"GARNER FLD AP"
"396","USW00013722","35.8922",-78.7819,"RALEIGH AP"
"397","USW00013723","36.0969",-79.9431,"GREENSBORO AP"
"398","USW00013726","37.0833",-77.95,"BLACKSTONE FAA AP"
"399","USW00013728","36.5728",-79.335,"DANVILLE RGNL AP"
"400","USW00013729","38.8900",-79.8556,"ELKINS- RANDOLPH CO AP"
"401","USW00013732","38.0667",-78.15,"GORDONSVILLE FAA AP"
"402","USW00013733","37.3214",-79.2064,"LYNCHBURG RGNL AP"
"403","USW00013734","39.4039",-77.975,"MARTINSBURG E W VIRGINIA RGNL"
"404","USW00013735","39.3661",-75.0778,"MILLVILLE MUNI AP"
"405","USW00013736","39.6497",-79.9206,"MORGANTOWN MUNI AP"
"406","USW00013737","36.9036",-76.1928,"NORFOLK INTL AP"
"407","USW00013739","39.8733",-75.2269,"PHILA INTL AP"
"408","USW00013740","37.5117",-77.3233,"RICHMOND INTL AP"
"409","USW00013741","37.3172",-79.9736,"ROANOKE-BLACKSBURG RGNL AP"
"410","USW00013743","38.8472",-77.0344,"WASHINGTON REAGAN NATL AP"
"411","USW00013744","34.1878",-79.7308,"FLORENCE RGNL AP"
"412","USW00013746","35.9667",-77.8,"ROCKY MT FAA AP"
"413","USW00013747","36.4167",-78.15,"WARRENTON WB AP"
"414","USW00013748","34.2667",-77.9,"WILMINGTON INTL AP"
"415","USW00013764","38.6897",-75.3625,"GEORGETOWN-DELAWARE COASTAL AP"
"416","USW00013766","35.9172",-75.7,"MANTEO AP"
"417","USW00013776","34.6081",-79.0589,"LUMBERTON RGNL AP"
"418","USW00013781","39.6744",-75.6056,"WILMINGTON NEW CASTLE CO AP"
"419","USW00013803","39.2667",-85.9,"COLUMBUS BAKALAR AP"
"420","USW00013809","38.7606",-87.5989,"LAWRENCEVILLE VINCENNES INTL A"
"421","USW00013827","36.0089",-86.52,"SMYRNA AP"
"422","USW00013833","31.2694",-89.2561,"HATTIESBURG CHAIN MUNI AP"
"423","USW00013837","33.4667",-82.0383,"AUGUSTA DANIEL FLD AP"
"424","USW00013838","30.6147",-88.0631,"MOBILE DWTN AP"
"425","USW00013839","31.3178",-85.4433,"DOTHAN RGNL AP"
"426","USW00013866","38.3794",-81.5911,"CHARLESTON - YEAGER AP"
"427","USW00013868","37.0833",-80.7833,"PULASKI FAA AP"
"428","USW00013869","31.5364",-84.1958,"ALBANY SW GEORGIA RGNL AP"
"429","USW00013870","31.5400",-82.5072,"ALMA BACON CO AP"
"430","USW00013871","33.5906",-85.8478,"ANNISTON METRO AP"
"431","USW00013873","33.9478",-83.3272,"ATHENS BEN EPPS AP"
"432","USW00013874","33.6297",-84.4422,"ATLANTA HARTSFIELD-JACKSON INT"
"433","USW00013876","33.5656",-86.745,"BIRMINGHAM AP"
"434","USW00013877","36.4797",-82.3989,"BRISTOL AP"
"435","USW00013878","31.1528",-81.3906,"BRUNSWICK-MCKINNON AP"
"436","USW00013880","32.8994",-80.0408,"CHARLESTON INTL AP"
"437","USW00013881","35.2225",-80.9544,"CHARLOTTE DOUGLAS AP"
"438","USW00013882","35.0336",-85.2003,"CHATTANOOGA AP"
"439","USW00013884","30.7772",-86.5194,"CRESTVIEW FAA/AP"
"440","USW00013885","31.4167",-87.0333,"EVERGREEN FAA AP"
"441","USW00013886","34.8486",-82.35,"GREENVILLE DWTN AP"
"442","USW00013891","35.8181",-83.9858,"KNOXVILLE AP"
"443","USW00013893","35.0564",-89.9864,"MEMPHIS INTL AP"
"444","USW00013895","32.2997",-86.4075,"MONTGOMERY AP"
"445","USW00013896","34.7439",-87.5997,"MUSCLE SHOALS AP"
"446","USW00013897","36.1106",-86.6881,"NASHVILLE INTL AP"
"447","USW00013899","30.4761",-87.1858,"PENSACOLA RGNL AP"
"448","USW00013904","30.1831",-97.68,"AUSTIN BERGSTROM INTL AP"
"449","USW00013905","30.6333",-96.4667,"BRYAN CAA AP"
"450","USW00013922","38.8000",-97.65,"SALINA FAA AP"
"451","USW00013925","34.6003",-91.5744,"STUTTGART MUNI AP"
"452","USW00013926","33.0678",-96.0653,"GREENVILLE MUNI AP MAJORS FLD"
"453","USW00013932","37.1650",-97.035,"WINFIELD STROTHER FLD AP"
"454","USW00013940","38.3500",-98.8667,"GREAT BEND MUNI AP"
"455","USW00013942","32.5156",-92.03,"MONROE RGNL AP"
"456","USW00013959","31.6181",-97.2283,"WACO RGNL AP"
"457","USW00013960","32.8383",-96.8358,"DALLAS FAA AP"
"458","USW00013962","32.4106",-99.6819,"ABILENE RGNL AP"
"459","USW00013963","34.7272",-92.2358,"LITTLE ROCK AP ADAMS FLD"
"460","USW00013964","35.3333",-94.3653,"FT SMITH RGNL AP"
"461","USW00013965","34.3000",-97.0167,"ARDMORE FAA AP"
"462","USW00013966","33.9786",-98.493,"WICHITA FALLS MUNI AP"
"463","USW00013968","36.1986",-95.8783,"TULSA INTL AP"
"464","USW00013969","36.7369",-97.1022,"PONCA CITY MUNI AP"
"465","USW00013970","30.5378",-91.1469,"BATON ROUGE METRO AP"
"466","USW00013971","36.2672",-93.1567,"HARRISON BOONE CO AP"
"467","USW00013973","30.5106",-99.7664,"JUNCTION KIMBLE CO AP"
"468","USW00013975","36.2967",-99.7686,"GAGE AP"
"469","USW00013976","30.1986",-91.9894,"LAFAYETTE RGNL AP"
"470","USW00013978","33.4961",-90.0894,"GREENWOOD LEFLORE AP"
"471","USW00013979","32.4000",-90.7833,"VICKSBURG CAA AP"
"472","USW00013981","37.6706",-95.4847,"CHANUTE MARTIN JOHNSON AP"
"473","USW00013983","38.9667",-92.3667,"COLUMBIA WSO AP"
"474","USW00013986","38.0683",-97.8608,"HUTCHINSON MUNI AP"
"475","USW00013987","37.1522",-94.4953,"JOPLIN RGNL AP"
"476","USW00013988","39.1278",-94.5892,"KANSAS CITY DWTN AP"
"477","USW00013990","38.4333",-95.8,"LEBO CAA AP"
"478","USW00013993","39.7683",-94.9094,"ST JOSEPH ROSECRANS MEM AP"
"479","USW00013994","38.7525",-90.3733,"ST LOUIS LAMBERT INTL AP"
"480","USW00013997","38.1317",-91.7647,"VICHY ROLLA NATL AP"
"481","USW00014604","46.6833",-68.05,"PRESQUE ISLE AP"
"482","USW00014605","44.3161",-69.7969,"AUGUSTA STATE AP"
"483","USW00014606","44.7978",-68.8186,"BANGOR INTL AP"
"484","USW00014609","46.1183",-67.7928,"HOULTON AP"
"485","USW00014610","45.6478",-68.6925,"MILLINOCKET MUNI AP"
"486","USW00014615","44.5333",-69.6667,"WATERVILLE LEFLEUR AP"
"487","USW00014622","44.9500",-68.6667,"OLD TOWN FAA AP"
"488","USW00014707","41.3281",-72.0489,"GROTON NEW LONDON AP"
"489","USW00014710","42.9297",-71.4356,"MANCHESTER AP"
"490","USW00014711","40.1961",-76.7725,"MIDDLETOWN HARRISBURG INTL AP"
"491","USW00014712","40.3733",-75.9592,"READING RGNL AP"
"492","USW00014719","40.8506",-72.6192,"WESTHAMPTON GABRESKI AP"
"493","USW00014732","40.7794",-73.8803,"LAGUARDIA AP"
"494","USW00014734","40.6828",-74.1692,"NEWARK LIBERTY INTL AP"
"495","USW00014735","42.7472",-73.7992,"ALBANY INTL AP"
"496","USW00014736","40.3000",-78.3167,"ALTOONA BLAIR CO AP"
"497","USW00014737","40.6497",-75.4478,"ALLENTOWN LEHIGH VLY INTL AP"
"498","USW00014738","42.0833",-76.1,"BINGHAMTON WB AP"
"499","USW00014740","41.9375",-72.6819,"HARTFORD-BRADLEY INTL AP"
"500","USW00014741","41.1500",-79.1,"BROOKVILLE FAA AP"
"501","USW00014742","44.4683",-73.15,"BURLINGTON INTL AP"
"502","USW00014746","41.0500",-78.5833,"CURWENSVILLE WB AP"
"503","USW00014747","42.4933",-79.2761,"DUNKIRK CHAUTAUQUA CO AP"
"504","USW00014748","42.1567",-76.9028,"ELMIRA CORNING RGNL AP"
"505","USW00014749","42.9667",-74.6667,"FT PLAIN WB AP"
"506","USW00014750","43.3386",-73.6103,"GLENS FALLS AP"
"507","USW00014751","40.2183",-76.8553,"HARRISBURG CAPITAL CITY AP"
"508","USW00014754","41.1386",-75.2225,"TOBYHANNA POCONO MTN AP"
"509","USW00014756","41.2542",-70.0589,"NANTUCKET MEM AP"
"510","USW00014757","41.6258",-73.8817,"POUGHKEEPSIE AP"
"511","USW00014758","41.2589",-72.8892,"NEW HAVEN TWEED AP"
"512","USW00014762","40.3550",-79.9214,"PITTSBURGH ALLEGHENY CO AP"
"513","USW00014763","42.4269",-73.2892,"PITTSFIELD MUNI AP"
"514","USW00014768","43.1172",-77.6753,"ROCHESTER GTR INTL"
"515","USW00014770","40.8192",-76.8658,"SELINSGROVE PENN VALLEY AP"
"516","USW00014771","43.1111",-76.1039,"SYRACUSE HANCOCK INTL AP"
"517","USW00014774","43.1667",-75.3167,"UTICA AP"
"518","USW00014775","42.1600",-72.7125,"WESTFIELD BARNES MUNI AP"
"519","USW00014776","43.6333",-72.3167,"LEBANON CAA AP"
"520","USW00014777","41.3336",-75.7228,"WILKES-BARRE/SCRANTON INTL AP"
"521","USW00014778","41.2431",-76.9217,"WILLIAMSPORT RGNL AP"
"522","USW00014780","40.0333",-74.3167,"LAKEHURST AP"
"523","USW00014787","41.5300",-71.2833,"NEWPORT STATE AP"
"524","USW00014792","40.2769",-74.8158,"TRENTON-MERCER AP"
"525","USW00014794","41.3508",-71.8056,"WESTERLY STATE AP"
"526","USW00014808","44.4500",-83.4,"OSCODA WURTSMITH AP"
"527","USW00014812","41.2833",-80.2,"MERCER WB AP"
"528","USW00014813","41.0372",-81.4633,"AKRON FULTON INTL AP"
"529","USW00014815","42.3119",-85.2414,"BATTLE CREEK KELLOGG AP"
"530","USW00014816","41.2333",-89.6167,"BRADFORD FAA AP"
"531","USW00014819","41.7842",-87.7553,"CHICAGO MIDWAY AP"
"532","USW00014821","39.9906",-82.8769,"JOHN GLENN INTL AP"
"533","USW00014822","42.4072",-83.0089,"DETROIT CITY AP"
"534","USW00014823","40.6833",-80.6333,"EAST LIVERPOOL WB AP"
"535","USW00014825","41.0136",-83.6681,"FINDLAY AP"
"536","USW00014827","40.9725",-85.2064,"FT WAYNE INTL AP"
"537","USW00014829","41.5264",-85.7872,"GOSHEN MUNI AP"
"538","USW00014830","42.9000",-85.6667,"GRAND RAPIDS WB AP"
"539","USW00014835","40.4122",-86.9475,"LAFAYETTE PURDUE UNIV AP"
"540","USW00014836","42.7761",-84.5997,"LANSING CAPITAL CITY AP"
"541","USW00014837","43.1406",-89.3453,"MADISON DANE CO RGNL AP"
"542","USW00014839","42.9550",-87.9044,"MILWAUKEE MITCHELL AP"
"543","USW00014840","43.1711",-86.2369,"MUSKEGON CO AP"
"544","USW00014841","45.5644",-84.7928,"PELLSTON RGNL AP"
"545","USW00014842","40.6675",-89.6842,"GENERAL WAYNE A DOWNING INTL A"
"546","USW00014843","41.7833",-81.1,"PERRY CAA AP"
"547","USW00014844","42.3500",-89.05,"ROCKFORD CAA AP"
"548","USW00014845","43.5281",-84.0814,"SAGINAW MBS INTL AP"
"549","USW00014848","41.7072",-86.3164,"S BEND AP"
"550","USW00014849","41.5667",-83.4667,"TOLEDO WB AP"
"551","USW00014850","44.7389",-85.5678,"TRAVERSE CY CHERRY CAPITAL AP"
"552","USW00014852","41.2547",-80.6736,"YOUNGSTOWN-WARREN RGNL AP"
"553","USW00014853","42.2367",-83.5264,"DETROIT WILLOW RUN AP"
"554","USW00014858","47.1658",-88.4808,"HANCOCK HOUGHTON CO AP"
"555","USW00014860","42.0803",-80.1822,"ERIE INTL AP"
"556","USW00014880","42.4256",-87.8633,"CHICAGO WAUKEGAN RGNL AP"
"557","USW00014891","40.8203",-82.5178,"MANSFIELD LAHM RGNL AP"
"558","USW00014894","40.1700",-80.6442,"WHEELING OHIO CO AP"
"559","USW00014895","40.9181",-81.4433,"AKRON CANTON AP"
"560","USW00014905","40.7333",-99,"KEARNEY MUNI AP"
"561","USW00014914","46.9242",-96.812,"FARGO HECTOR INTL AP"
"562","USW00014916","47.9428",-97.1831,"GRAND FORKS INTL AP"
"563","USW00014918","48.5594",-93.3956,"INTL FALLS INTL AP"
"564","USW00014919","46.9258",-98.6703,"JAMESTOWN MUNI AP"
"565","USW00014920","43.8792",-91.2531,"LA CROSSE MUNI AP"
"566","USW00014921","43.2111",-90.1875,"LONE ROCK TRI CO AP"
"567","USW00014922","44.8853",-93.2314,"MINNEAPOLIS-ST PAUL INTL AP"
"568","USW00014923","41.4481",-90.5236,"MOLINE QUAD CITY INTL AP"
"569","USW00014925","43.9039",-92.4919,"ROCHESTER INTL AP"
"570","USW00014926","45.5442",-94.0517,"ST CLOUD RGNL AP"
"571","USW00014927","44.9322",-93.0558,"ST PAUL DWTN AP"
"572","USW00014928","45.1167",-95.0833,"WILLMAR AP"
"573","USW00014930","41.4500",-95.0667,"ATLANTIC CAA AP"
"574","USW00014931","40.7728",-91.1256,"BURLINGTON MUNI AP"
"575","USW00014933","41.5339",-93.6531,"DES MOINES INTL AP"
"576","USW00014935","40.9614",-98.3131,"GRAND IS CNTRL NE RGNL AP"
"577","USW00014936","44.3792",-98.2228,"HURON RGNL AP"
"578","USW00014937","41.6394",-91.5444,"IOWA CITY MUNI AP"
"579","USW00014938","40.0967",-92.5469,"KIRKSVILLE RGNL AP"
"580","USW00014939","40.8478",-96.7647,"LINCOLN AP"
"581","USW00014940","43.1544",-93.3261,"MASON CITY MUNI AP"
"582","USW00014941","41.9800",-97.4336,"NORFOLK KARL STEFAN MEM AP"
"583","USW00014943","42.3917",-96.3794,"SIOUX CITY AP"
"584","USW00014946","44.9044",-97.1494,"WATERTOWN RGNL AP"
"585","USW00014950","41.1008",-92.4444,"OTTUMWA IND AP"
"586","USW00014954","44.2167",-93.9167,"MANKATO MUNI AP"
"587","USW00014966","43.0725",-92.6108,"NE IOWA RGNL AP"
"588","USW00014972","43.1683",-95.21,"SPENCER MUNI AP"
"589","USW00014990","41.8831",-91.7247,"CEDAR RAPIDS MUNI AP"
"590","USW00014991","44.8667",-91.4881,"CHIPPEWA VALLEY RGNL AP"
"591","USW00014992","44.5483",-95.0806,"REDWOOD FALLS MUNI AP"
"592","USW00021504","19.7192",-155.0489,"HILO INTL AP 87"
"593","USW00021510","19.7378",-156.0481,"KAILUA KONA KE-AHOLE AP"
"594","USW00022010","29.3783",-100.9269,"DEL RIO INTL AP"
"595","USW00022516","20.8886",-156.4344,"KAHULUI AP"
"596","USW00022521","21.3239",-157.9394,"HONOLULU INTL AP"
"597","USW00022534","21.1544",-157.0961,"MOLOKAI KAUNAKAKAI MOLOKAI AP"
"598","USW00022536","21.9806",-159.3386,"LIHUE WSO AP 1020.1"
"599","USW00022551","21.3056",-158.0658,"EWA KALAELOA AP"
"600","USW00023007","34.4275",-100.2839,"CHILDRESS MUNI AP"
"601","USW00023009","33.3072",-104.5081,"ROSWELL IND AIR PK"
"602","USW00023020","37.0500",-100.9667,"LIBERAL MUNI AP"
"603","USW00023040","31.7800",-103.2017,"WINK FAA AP"
"604","USW00023043","33.4000",-104.5333,"ROSWELL MUNI AP"
"605","USW00023044","31.8122",-106.3775,"EL PASO INTL AP"
"606","USW00023045","31.9333",-108.9833,"RODEO CAA AP"
"607","USW00023046","33.2333",-107.0167,"ENGLE CAA AP"
"608","USW00023048","35.1806",-103.6014,"TUCUMCARI MUNI AP"
"609","USW00023049","35.6108",-106.0958,"SANTA FE CO MUNI AP"
"610","USW00023050","35.0419",-106.6156,"ALBUQUERQUE INTL AP"
"611","USW00023051","36.4483",-103.1536,"CLAYTON MUNI AIR PK"
"612","USW00023052","36.7417",-104.5078,"RATON MUNI CREWS FLD AP"
"613","USW00023053","35.5333",-100.9667,"PAMPA WB AP"
"614","USW00023054","35.6558",-105.1386,"LAS VEGAS MUNI AP"
"615","USW00023056","35.0833",-106.0167,"OTTO FAA AP"
"616","USW00023057","35.0500",-107.7167,"ACOMITA CAA AP"
"617","USW00023059","31.7500",-105.0833,"SALT FLAT CAA AP"
"618","USW00023060","35.0167",-108.4,"EL MORRO CAA AP"
"619","USW00023063","39.6500",-106.9167,"EAGLE FAA AP"
"620","USW00023064","37.9219",-100.7242,"GARDEN CITY RGNL AP"
"621","USW00023067","38.0494",-103.5133,"LA JUNTA MUNI AP"
"622","USW00023070","37.2622",-104.3319,"TRINIDAD AP"
"623","USW00023077","34.4333",-103.0833,"CLOVIS MUNICIPAL AP"
"624","USW00023078","32.2592",-107.7206,"DEMING MUNI AP"
"625","USW00023081","35.5086",-108.7931,"GALLUP MUNI AP"
"626","USW00023090","36.7436",-108.2294,"FARMINGTON FOUR CORNERS RGNL A"
"627","USW00023091","30.9119",-102.9172,"FT STOCKTON PECOS CO AP"
"628","USW00023129","33.8117",-118.1472,"LONG BEACH DAUGHERTY AP"
"629","USW00023130","34.2122",-118.4914,"VAN NUYS AP"
"630","USW00023131","34.5833",-117.3833,"VICTORVILLE SO CA AP"
"631","USW00023136","34.2114",-119.0875,"CAMARILLO AP"
"632","USW00023152","34.1997",-118.3656,"BURBANK GLENDALE PASADENA AP"
"633","USW00023153","38.0506",-117.0906,"TONOPAH AP"
"634","USW00023154","39.2953",-114.8467,"ELY AP"
"635","USW00023155","35.4342",-119.0553,"BAKERSFIELD AP"
"636","USW00023157","37.3711",-118.3589,"BISHOP AP"
"637","USW00023159","37.7014",-112.1489,"BRYCE CANYON AP"
"638","USW00023160","32.1317",-110.9564,"TUCSON INTL AP"
"639","USW00023161","34.8536",-116.7869,"BARSTOW-DAGGETT AP"
"640","USW00023169","36.0719",-115.1633,"MCCARRAN INTL AP"
"641","USW00023173","36.2333",-115.0333,"LAS VEGAS WB AP"
"642","USW00023174","33.9381",-118.3867,"LOS ANGELES INTL AP"
"643","USW00023176","38.4225",-113.0108,"MILFORD MUNI AP"
"644","USW00023178","32.8667",-116.4167,"MT LAGUNA CAA AP"
"645","USW00023179","34.7678",-114.6183,"NEEDLES AP"
"646","USW00023180","34.4000",-118.55,"NEWHALL AP"
"647","USW00023181","33.2333",-117.4167,"OCEANSIDE CAA AP"
"648","USW00023182","34.6294",-118.0831,"PALMDALE AP"
"649","USW00023183","33.4278",-112.0036,"PHOENIX AP"
"650","USW00023185","39.5078",-119.7683,"RENO AP"
"651","USW00023186","37.1000",-113.6,"ST GEORGE MUNI AP"
"652","USW00023188","32.7336",-117.1831,"SAN DIEGO INTL AP"
"653","USW00023190","34.4242",-119.8425,"SANTA BARBARA MUNI AP"
"654","USW00023191","33.4042",-118.4144,"AVALON CATALINA AP"
"655","USW00023192","35.3333",-116.0833,"SILVER LAKE CAA AP"
"656","USW00023194","35.0281",-110.7219,"WINSLOW AP"
"657","USW00023195","32.6667",-114.6,"YUMA WSO AP"
"658","USW00023213","38.5036",-122.8111,"SANTA ROSA SONOMA CO AP"
"659","USW00023225","39.2761",-120.7092,"BLUE CANYON NYACK AP"
"660","USW00023230","37.7178",-122.2331,"OAKLAND INTL AP"
"661","USW00023232","38.5067",-121.4961,"SACRAMENTO AP ASOS"
"662","USW00023233","36.6636",-121.6092,"SALINAS AP"
"663","USW00023234","37.6197",-122.3656,"SAN FRANCISCO INTL AP"
"664","USW00023237","37.8900",-121.2264,"STOCKTON AP"
"665","USW00023238","39.1000",-122.15,"WILLIAMS CAA AP"
"666","USW00023243","34.6667",-120.4667,"LOMPOC AP"
"667","USW00023257","37.2858",-120.5178,"MERCED MUNI AP"
"668","USW00023258","37.6256",-120.955,"MODESTO AP"
"669","USW00023259","36.5903",-121.8489,"MONTEREY PENINSUL AP"
"670","USW00023273","34.8942",-120.4522,"SANTA MARIA PUBLIC AP"
"671","USW00023275","39.1278",-123.2003,"UKIAH MUNI AP"
"672","USW00023277","36.9394",-121.79,"WATSONVILLE MUNI AP"
"673","USW00023285","37.6931",-121.815,"LIVERMORE MUNI AP"
"674","USW00024013","48.2519",-101.2689,"MINOT INTL AP"
"675","USW00024015","40.1744",-103.2147,"AKRON WASHINGTON CO AP"
"676","USW00024017","42.8372",-103.0981,"CHADRON MUNI AP"
"677","USW00024019","42.7500",-105.3667,"DOUGLAS CAA AP"
"678","USW00024021","42.8153",-108.7261,"LANDER AP"
"679","USW00024022","41.3164",-105.6728,"LARAMIE AP"
"680","USW00024023","41.1219",-100.6689,"N PLATTE RGNL AP"
"681","USW00024024","44.0511",-101.6014,"PHILIP AP"
"682","USW00024025","44.3819",-100.2864,"PIERRE RGNL AP"
"683","USW00024027","41.5947",-109.0528,"ROCK SPRINGS AP"
"684","USW00024028","41.8747",-103.6011,"SCOTTSBLUFF W B HEILIG FLD AP"
"685","USW00024029","44.7603",-106.9742,"SHERIDAN AP"
"686","USW00024030","41.0992",-102.9864,"SIDNEY MUNI AP"
"687","USW00024031","41.8000",-107.05,"SINCLAIR CAA AP"
"688","USW00024032","42.8586",-100.5514,"VALENTINE MILLER FLD AP"
"689","USW00024033","45.8072",-108.5461,"BILLINGS INTL AP"
"690","USW00024036","47.0544",-109.4567,"LEWISTOWN AP"
"691","USW00024037","46.4264",-105.8833,"MILES CITY AP"
"692","USW00024044","42.0572",-102.8017,"ALLIANCE MUNI AP ASOS"
"693","USW00024046","40.4931",-107.5239,"CRAIG MOFFAT CO AP"
"694","USW00024048","44.5172",-108.0753,"GREYBULL S BIG HORN CO AP"
"695","USW00024051","40.4356",-104.6319,"GREELEY WELD CO AP"
"696","USW00024057","41.8064",-107.1953,"RAWLINS AP"
"697","USW00024062","43.9653",-107.9503,"WORLAND MUNI AP"
"698","USW00024089","42.8978",-106.4736,"CASPER-NATRONA CO AP"
"699","USW00024090","44.0458",-103.0545,"RAPID CITY RGNL AP"
"700","USW00024091","40.5106",-101.6244,"IMPERIAL MUNI AP"
"701","USW00024110","47.1931",-119.3147,"MOSES LAKE GRANT CO AP"
"702","USW00024118","41.4000",-110.4167,"FT BRIDGER AP"
"703","USW00024121","40.8239",-115.7864,"ELKO RGNL AP"
"704","USW00024122","40.3500",-112.05,"FAIRFIELD CAA AP"
"705","USW00024126","41.1942",-112.0169,"OGDEN HINKLEY AP"
"706","USW00024127","40.7706",-111.965,"SALT LAKE CITY INTL AP"
"707","USW00024128","40.9017",-117.8081,"WINNEMUCCA AP"
"708","USW00024130","44.8431",-117.81,"BAKER CITY AP"
"709","USW00024131","43.5669",-116.2406,"BOISE AIR TERMINAL"
"710","USW00024132","45.7875",-111.1614,"BOZEMAN GALLATIN FLD AP"
"711","USW00024133","42.5453",-113.7686,"BURLEY MUNI AP"
"712","USW00024135","45.9644",-112.5014,"BUTTE BERT MOONEY AP"
"713","USW00024136","47.7667",-116.8167,"COEUR D ALENE AP"
"714","USW00024137","48.6036",-112.3767,"CUT BANK AP"
"715","USW00024138","45.2583",-112.5545,"DILLON AP"
"716","USW00024141","47.3078",-119.5156,"EPHRATA AP"
"717","USW00024143","47.4733",-111.3828,"GREAT FALLS AP"
"718","USW00024144","46.6044",-111.9892,"HELENA AP ASOS"
"719","USW00024145","43.5206",-112.0675,"IDAHO FALLS FAA AP"
"720","USW00024148","45.2833",-118,"LA GRANDE MUNI AP"
"721","USW00024149","46.3744",-117.0153,"LEWISTON AP"
"722","USW00024150","45.6983",-110.4417,"LIVINGSTON AP"
"723","USW00024153","46.9208",-114.0939,"MISSOULA INTL AP"
"724","USW00024156","42.9197",-112.5722,"POCATELLO RGNL AP"
"725","USW00024157","47.6217",-117.5281,"SPOKANE INTL AP"
"726","USW00024160","46.0944",-118.2858,"WALLA WALLA RGNL AP"
"727","USW00024163","46.2694",-119.1181,"PASCO TRI CITIES AP"
"728","USW00024164","42.5781",-110.1097,"BIG PINEY MARBLETON AP"
"729","USW00024166","43.6000",-110.7333,"JACKSON HOLE AP"
"730","USW00024172","40.0683",-118.5703,"LOVELOCK DERBY FLD AP"
"731","USW00024193","40.7206",-114.0358,"WENDOVER AP AWOS"
"732","USW00024214","41.7333",-122.55,"MONTAGUE YREKA MUNI AP"
"733","USW00024216","40.1519",-122.2547,"RED BLUFF MUNI AP"
"734","USW00024217","48.7992",-122.5406,"BELLINGHAM INTL AP"
"735","USW00024219","45.6189",-121.1658,"DALLESPORT AP"
"736","USW00024222","47.9233",-122.2831,"EVERETT SNOHOMISH CO AP"
"737","USW00024223","46.1333",-122.9,"KELSO WB AP"
"738","USW00024224","42.1667",-121.7333,"KLAMATH FALLS AP"
"739","USW00024225","42.3750",-122.8769,"MEDFORD INTL AP"
"740","USW00024227","46.9736",-122.905,"OLYMPIA AP"
"741","USW00024228","48.1333",-123.4,"PORT ANGELES WB AP"
"742","USW00024229","45.5958",-122.6092,"PORTLAND INTL AP"
"743","USW00024230","44.2558",-121.1408,"REDMOND AP"
"744","USW00024231","43.2336",-123.3578,"ROSEBURG RGNL AP"
"745","USW00024232","44.9050",-123.0011,"SALEM AP (MCNARY FIELD)"
"746","USW00024233","47.4447",-122.3144,"SEATTLE TACOMA AP"
"747","USW00024241","46.4833",-122.8167,"TOLEDO FAA AP"
"748","USW00024242","45.5511",-122.4097,"PORTLAND TROUTDALE AP"
"749","USW00024243","46.5639",-120.535,"YAKIMA AP"
"750","USW00024257","40.5147",-122.2978,"REDDING AP"
"751","USW00024259","41.7736",-122.4683,"MONTAGUE SISKIYOU AP"
"752","USW00024283","40.9783",-124.1047,"ARCATA EUREKA AP"
"753","USW00024284","43.4133",-124.2436,"N BEND SW OREGON RGNL AP"
"754","USW00024286","41.7836",-124.2381,"CRESCENT CITY MCNAMARA AP"
"755","USW00025308","55.0389",-131.5786,"ANNETTE AP"
"756","USW00025309","58.3539",-134.5561,"JUNEAU AP"
"757","USW00025323","59.2428",-135.5114,"HAINES AP"
"758","USW00025325","55.3586",-131.7219,"KETCHIKAN AP"
"759","USW00025331","61.5950",-149.0917,"PALMER AP"
"760","USW00025333","57.0475",-135.3669,"SITKA AP"
"761","USW00025335","59.4539",-135.3278,"SKAGWAY AP"
"762","USW00025339","59.5122",-139.6711,"YAKUTAT AP"
"763","USW00025367","55.5819",-133.0747,"KLAWOCK AP"
"764","USW00025501","57.7508",-152.4881,"KODIAK AP"
"765","USW00025506","59.7492",-154.9089,"ILIAMNA AP"
"766","USW00025507","59.6419",-151.4911,"HOMER AP"
"767","USW00025516","59.4458",-151.7067,"SELDOVIA AP"
"768","USW00025519","58.1853",-157.3856,"EGEGIK AP"
"769","USW00025624","55.2206",-162.7322,"COLD BAY AP"
"770","USW00025628","56.5747",-169.6628,"ST GEORGE IS AP"
